student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S00153,UK,South Africa,Pretoria,University of Pretoria,Law,Computer Science,2021,No,Quality of Life,2024,Placed,South Africa,Microsoft,54951,2.54,Student Visa,PSW,None,0
S00154,Canada,UK,Birmingham,University of Birmingham,Economics,Law,2022,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.18,Student Visa,Work Permit,PTE,6.3
S00155,Germany,UAE,Sharjah,American University of Sharjah,Psychology,Arts,2020,No,Quality of Life,2021,Not Placed,N/A,N/A,0,3.18,F1,Work Permit,IELTS,8.5
S00156,Germany,UK,London,UCL,Civil Engineering,Social Sciences,2019,No,Higher Ranking,2020,Not Placed,N/A,N/A,0,2.98,Study Permit,Post-Study Visa,None,0
S00157,UAE,UK,Oxford,University of Oxford,Law,Natural Sciences,2023,Yes,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.48,Tier 4,OPT,TOEFL,5.3
S00158,UK,USA,New York,Columbia University,Economics,Law,2021,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,3.06,Tier 4,PSW,TOEFL,6.6
S00159,USA,UAE,Dubai,University of Dubai,Finance,Business,2022,No,Job Opportunities,2024,Not Placed,N/A,N/A,0,3.29,F1,PSW,IELTS,7.3
S00160,South Africa,UK,Birmingham,University of Birmingham,Data Science,Business,2023,Yes,Scholarship,2026,Not Placed,N/A,N/A,0,3.81,Schengen Student Visa,Blue Card,Duolingo,7.3
S00161,India,Germany,Heidelberg,Heidelberg University,Biotechnology,Arts,2023,Yes,Political Stability,2024,Not Placed,N/A,N/A,0,3.38,Schengen Student Visa,Post-Study Visa,Duolingo,8.4
S00162,USA,Canada,Montreal,McGill University,Civil Engineering,Business,2021,Yes,Scholarship,2022,Placed,Canada,Goldman Sachs,121266,2.76,J1,Post-Study Visa,PTE,7.4
S00163,Russia,Finland,Turku,Ã…bo Akademi University,Finance,Medicine,2019,No,Scholarship,2021,Not Placed,N/A,N/A,0,3.17,Tier 4,Post-Study Visa,None,0
S00164,UAE,Finland,Lappeenranta,LUT University,Medicine,Natural Sciences,2021,No,Higher Ranking,2022,Placed,Finland,Amazon,36885,3.45,Tier 4,PSW,PTE,8.9
S00165,Canada,Russia,Moscow,Lomonosov Moscow State University,Data Science,Law,2023,No,Political Stability,2026,Not Placed,N/A,N/A,0,3.23,Tier 4,OPT,PTE,6.1
S00166,UK,Finland,Joensuu,University of Eastern Finland,Architecture,Natural Sciences,2021,Yes,Job Opportunities,2023,Not Placed,N/A,N/A,0,2.72,Tier 4,OPT,TOEFL,6.3
S00167,South Africa,UAE,Dubai,Manipal Academy Dubai,Business Administration,Computer Science,2021,Yes,Job Opportunities,2024,Not Placed,N/A,N/A,0,3.25,Tier 4,Work Permit,IELTS,8.4
S00168,Ireland,UAE,Sharjah,American University of Sharjah,Architecture,Computer Science,2023,Yes,Scholarship,2025,Placed,UAE,SAP,31281,3.29,J1,Work Permit,None,0
S00169,Germany,Finland,Tampere,Tampere University,Mechanical Engineering,Social Sciences,2019,No,Political Stability,2020,Placed,Finland,Goldman Sachs,136785,2.97,Schengen Student Visa,Work Permit,PTE,8.4
S00170,Finland,Ireland,Cork,University College Cork,Psychology,Medicine,2021,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,2.53,F1,PSW,PTE,6.9
S00171,UK,Russia,Moscow,Bauman Moscow State Technical University,Economics,Engineering,2023,Yes,Political Stability,2025,Placed,Russia,Apple,120800,3.73,Schengen Student Visa,PSW,PTE,6.2
S00172,India,Canada,Vancouver,Simon Fraser University,Data Science,Engineering,2023,No,Quality of Life,2024,Placed,Canada,Tesla,36428,3.28,Tier 4,OPT,IELTS,6.8
S00173,Finland,Ireland,Dublin,Dublin City University,Finance,Engineering,2023,No,Job Opportunities,2026,Placed,Ireland,Siemens,53132,3.68,Tier 4,Work Permit,TOEFL,7.2
S00174,UK,India,Delhi,JNU Delhi,Computer Science,Natural Sciences,2022,Yes,Quality of Life,2024,Not Placed,N/A,N/A,0,3.34,J1,Blue Card,Duolingo,6.3
S00175,UAE,India,Mumbai,IIT Bombay,Economics,Medicine,2022,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,3.78,Student Visa,Blue Card,PTE,6.8
S00176,Finland,UAE,Abu Dhabi,Khalifa University,Design,Social Sciences,2021,Yes,Scholarship,2024,Placed,UAE,Apple,78426,3.6,Study Permit,Blue Card,None,0
S00177,India,Ireland,Galway,National University of Ireland Galway,Medicine,Social Sciences,2023,No,Quality of Life,2025,Placed,Ireland,Amazon,86647,3.19,J1,PSW,PTE,6.7
S00178,Russia,Germany,Munich,Technical University of Munich,Mechanical Engineering,Social Sciences,2023,No,Job Opportunities,2025,Not Placed,N/A,N/A,0,3.17,J1,OPT,TOEFL,6
S00179,Germany,UAE,Dubai,University of Dubai,Civil Engineering,Business,2023,No,Scholarship,2026,Not Placed,N/A,N/A,0,2.74,F1,Post-Study Visa,TOEFL,8.7
S00180,Ireland,Russia,Saint Petersburg,Saint Petersburg State University,Architecture,Business,2019,No,Higher Ranking,2020,Placed,Russia,Tesla,78491,3.89,Tier 4,Work Permit,None,0
S00181,UAE,India,Bangalore,IISc Bangalore,Finance,Business,2020,No,Political Stability,2022,Placed,India,SAP,137518,3.72,J1,Work Permit,None,0
S00182,UK,Germany,Munich,LMU Munich,Psychology,Arts,2022,No,Political Stability,2025,Not Placed,N/A,N/A,0,2.74,Student Visa,Post-Study Visa,TOEFL,5.4
S00183,Russia,India,Delhi,JNU Delhi,Data Science,Engineering,2023,Yes,Political Stability,2026,Not Placed,N/A,N/A,0,3.4,J1,Blue Card,Duolingo,8.8
S00184,Germany,South Africa,Cape Town,University of Cape Town,Mechanical Engineering,Medicine,2019,No,Scholarship,2020,Not Placed,N/A,N/A,0,3.66,F1,Blue Card,IELTS,5.9
S00185,Russia,India,Chennai,IIT Madras,Computer Science,Computer Science,2021,No,Political Stability,2024,Not Placed,N/A,N/A,0,2.96,Study Permit,Blue Card,IELTS,8.1
S00186,Canada,Ireland,Dublin,Dublin City University,Political Science,Arts,2021,No,Political Stability,2024,Not Placed,N/A,N/A,0,3.78,Study Permit,Work Permit,None,0
S00187,Ireland,South Africa,Grahamstown,Rhodes University,Psychology,Business,2023,No,Political Stability,2025,Placed,South Africa,Tesla,106677,3.3,Study Permit,PSW,TOEFL,8.6
S00188,Canada,Russia,Novosibirsk,Novosibirsk State University,Design,Law,2019,Yes,Scholarship,2020,Placed,Russia,Microsoft,70590,2.98,Tier 4,PSW,PTE,8.8
S00189,UAE,Ireland,Galway,National University of Ireland Galway,Economics,Engineering,2020,No,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.13,Tier 4,OPT,Duolingo,7.5
S00190,Germany,South Africa,Stellenbosch,Stellenbosch University,Electrical Engineering,Medicine,2021,Yes,Job Opportunities,2022,Placed,South Africa,Goldman Sachs,59895,2.73,Tier 4,PSW,PTE,5
S00191,Canada,Russia,Moscow,Moscow Institute of Physics and Technology,Design,Social Sciences,2019,Yes,Higher Ranking,2022,Placed,Russia,IBM,111110,3.56,Schengen Student Visa,Blue Card,IELTS,6.1
S00192,USA,South Africa,Johannesburg,University of Johannesburg,Architecture,Social Sciences,2022,Yes,Political Stability,2025,Not Placed,N/A,N/A,0,3.05,Student Visa,Work Permit,TOEFL,8.2
S00193,India,South Africa,Durban,University of KwaZulu-Natal,Psychology,Law,2021,Yes,Job Opportunities,2023,Placed,South Africa,SAP,82378,3.89,J1,Blue Card,Duolingo,8.4
S00194,USA,UAE,Dubai,Heriot-Watt Dubai,Economics,Law,2020,Yes,Higher Ranking,2021,Not Placed,N/A,N/A,0,2.72,Student Visa,OPT,PTE,8.8
S00195,India,Finland,Espoo,Aalto University,Electrical Engineering,Law,2022,Yes,Scholarship,2024,Placed,Finland,SAP,119217,3.13,Study Permit,PSW,TOEFL,7.8
S00196,Germany,Russia,Moscow,Bauman Moscow State Technical University,Data Science,Medicine,2021,Yes,Quality of Life,2023,Placed,Russia,Google,101970,2.85,Student Visa,Post-Study Visa,IELTS,6.2
S00197,Germany,USA,San Francisco,Stanford University,Civil Engineering,Law,2020,No,Political Stability,2021,Placed,USA,Apple,52941,3.76,F1,Blue Card,Duolingo,6.6
S00198,Russia,UAE,Dubai,Middlesex University Dubai,Architecture,Engineering,2021,No,Higher Ranking,2023,Placed,UAE,Deloitte,34281,3.85,Tier 4,OPT,None,0
S00199,UK,India,Delhi,JNU Delhi,Psychology,Computer Science,2023,Yes,Job Opportunities,2025,Placed,India,Amazon,123933,3.65,Schengen Student Visa,PSW,TOEFL,7.4
S00200,Ireland,UAE,Dubai,Heriot-Watt Dubai,Civil Engineering,Medicine,2023,Yes,Political Stability,2024,Placed,UAE,Google,71321,3.91,F1,Blue Card,None,0
S00201,India,Germany,Munich,LMU Munich,Economics,Computer Science,2022,No,Job Opportunities,2024,Not Placed,N/A,N/A,0,3.02,Study Permit,Blue Card,PTE,7.1
S00202,UAE,Canada,Ottawa,University of Ottawa,Electrical Engineering,Medicine,2023,No,Job Opportunities,2025,Not Placed,N/A,N/A,0,2.81,J1,OPT,None,0
S00203,Germany,Canada,Vancouver,University of British Columbia,Architecture,Arts,2020,Yes,Higher Ranking,2021,Placed,Canada,Apple,30790,3.85,Tier 4,PSW,None,0
S00204,UAE,India,Delhi,IIT Delhi,Computer Science,Arts,2020,Yes,Job Opportunities,2022,Placed,India,Google,142669,3.14,Student Visa,Post-Study Visa,PTE,7.2
S00205,Germany,UAE,Dubai,Heriot-Watt Dubai,Architecture,Business,2020,Yes,Scholarship,2022,Not Placed,N/A,N/A,0,3.36,Student Visa,OPT,None,0
S00206,Russia,Germany,Stuttgart,University of Stuttgart,Business Administration,Business,2023,No,Scholarship,2024,Placed,Germany,Goldman Sachs,68782,3.11,Tier 4,OPT,PTE,6.1
S00207,India,UK,Cambridge,University of Cambridge,Biotechnology,Medicine,2020,Yes,Scholarship,2021,Not Placed,N/A,N/A,0,3.27,Study Permit,Blue Card,Duolingo,6.8
S00208,South Africa,UK,Manchester,University of Manchester,Finance,Business,2021,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,3.36,J1,OPT,TOEFL,5.9
S00209,India,USA,Boston,MIT,Mechanical Engineering,Computer Science,2023,Yes,Higher Ranking,2025,Placed,USA,McKinsey,38409,3.95,Schengen Student Visa,Post-Study Visa,None,0
S00210,USA,Canada,Montreal,McGill University,Computer Science,Natural Sciences,2019,No,Quality of Life,2022,Placed,Canada,Siemens,99130,3.82,J1,Work Permit,PTE,8.7
S00211,Canada,Ireland,Dublin,Trinity College Dublin,Electrical Engineering,Arts,2021,Yes,Higher Ranking,2022,Placed,Ireland,Intel,39426,3.43,Tier 4,Blue Card,TOEFL,6.9
S00212,Germany,USA,Los Angeles,UCLA,Electrical Engineering,Natural Sciences,2019,Yes,Political Stability,2021,Placed,USA,Goldman Sachs,61605,2.94,Tier 4,PSW,IELTS,5.2
S00213,Russia,UK,Birmingham,University of Birmingham,Computer Science,Law,2019,Yes,Scholarship,2021,Placed,UK,IBM,98946,2.64,J1,Post-Study Visa,Duolingo,8.7
S00214,Finland,Ireland,Dublin,University College Dublin,Economics,Natural Sciences,2019,Yes,Political Stability,2021,Placed,Ireland,Goldman Sachs,30390,3.35,Tier 4,Blue Card,None,0
S00215,UK,Canada,Vancouver,Simon Fraser University,Finance,Social Sciences,2021,Yes,Higher Ranking,2022,Placed,Canada,Microsoft,123403,3.31,Schengen Student Visa,PSW,PTE,8.3
S00216,Russia,UAE,Sharjah,American University of Sharjah,Political Science,Computer Science,2019,No,Quality of Life,2021,Not Placed,N/A,N/A,0,3.19,Schengen Student Visa,Post-Study Visa,None,0
S00217,Germany,South Africa,Johannesburg,University of the Witwatersrand,Computer Science,Computer Science,2022,No,Higher Ranking,2023,Placed,South Africa,Goldman Sachs,67651,2.59,Student Visa,Work Permit,TOEFL,5.7
S00218,South Africa,UK,Oxford,University of Oxford,Finance,Business,2023,Yes,Political Stability,2025,Placed,UK,Goldman Sachs,41415,3.37,F1,Blue Card,IELTS,5.8
S00219,Finland,Germany,Berlin,TU Berlin,Mechanical Engineering,Arts,2023,No,Higher Ranking,2024,Placed,Germany,Deloitte,46852,3.11,Schengen Student Visa,OPT,None,0
S00220,India,Finland,Helsinki,University of Helsinki,Business Administration,Natural Sciences,2023,No,Political Stability,2024,Not Placed,N/A,N/A,0,3.59,Tier 4,Blue Card,Duolingo,8.7
S00221,UAE,South Africa,Johannesburg,University of the Witwatersrand,Computer Science,Law,2019,No,Quality of Life,2021,Not Placed,N/A,N/A,0,3.42,Student Visa,OPT,Duolingo,8
S00222,Ireland,Canada,Ottawa,University of Ottawa,Law,Arts,2019,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.92,Tier 4,OPT,TOEFL,6.3
S00223,Ireland,USA,Chicago,University of Chicago,Civil Engineering,Computer Science,2021,Yes,Job Opportunities,2024,Not Placed,N/A,N/A,0,2.51,J1,Blue Card,PTE,7.6
S00224,Ireland,Russia,Novosibirsk,Novosibirsk State University,Law,Arts,2022,Yes,Scholarship,2023,Placed,Russia,Facebook,142343,3.48,Student Visa,Blue Card,None,0
S00225,Finland,Canada,Toronto,University of Toronto,Architecture,Medicine,2020,No,Higher Ranking,2021,Placed,Canada,Google,38506,3.78,J1,Blue Card,IELTS,6.3
S00226,USA,Germany,Heidelberg,Heidelberg University,Data Science,Law,2020,Yes,Scholarship,2021,Placed,Germany,SAP,43113,3.64,Student Visa,Post-Study Visa,IELTS,7.6
S00227,USA,India,Delhi,Delhi University,Computer Science,Computer Science,2023,No,Political Stability,2025,Not Placed,N/A,N/A,0,3.39,Student Visa,Post-Study Visa,Duolingo,6.2
S00228,Canada,USA,San Francisco,Stanford University,Mechanical Engineering,Arts,2022,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,3.77,Student Visa,PSW,None,0
S00229,USA,India,Delhi,IIT Delhi,Civil Engineering,Computer Science,2019,No,Job Opportunities,2021,Not Placed,N/A,N/A,0,3.19,Tier 4,Post-Study Visa,Duolingo,5.8
S00230,Finland,UK,Manchester,University of Manchester,Finance,Law,2021,Yes,Scholarship,2022,Not Placed,N/A,N/A,0,2.62,Study Permit,Work Permit,PTE,8.5
S00231,USA,Canada,Vancouver,Simon Fraser University,Political Science,Business,2021,No,Scholarship,2022,Not Placed,N/A,N/A,0,3.19,Schengen Student Visa,Post-Study Visa,PTE,8.5
S00232,Ireland,Finland,Tampere,Tampere University,Biotechnology,Engineering,2022,No,Higher Ranking,2023,Placed,Finland,Siemens,105060,3.14,Schengen Student Visa,PSW,TOEFL,5.2
S00233,Canada,Russia,Moscow,Bauman Moscow State Technical University,Mechanical Engineering,Engineering,2021,No,Political Stability,2023,Placed,Russia,Deloitte,85176,3.26,Schengen Student Visa,Work Permit,IELTS,5
S00234,Ireland,South Africa,Durban,University of KwaZulu-Natal,Architecture,Arts,2023,Yes,Higher Ranking,2025,Placed,South Africa,Apple,55499,3.26,Study Permit,Work Permit,None,0
S00235,UAE,Germany,Heidelberg,Heidelberg University,Law,Natural Sciences,2023,No,Political Stability,2026,Not Placed,N/A,N/A,0,2.91,J1,PSW,Duolingo,5.1
S00236,Ireland,Russia,Moscow,Moscow Institute of Physics and Technology,Design,Arts,2021,No,Quality of Life,2024,Not Placed,N/A,N/A,0,3.99,J1,Work Permit,Duolingo,7.4
S00237,UAE,Russia,Novosibirsk,Novosibirsk State University,Computer Science,Natural Sciences,2021,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.6,Student Visa,Blue Card,IELTS,6.8
S00238,Canada,Finland,Espoo,Aalto University,Economics,Arts,2019,Yes,Job Opportunities,2020,Not Placed,N/A,N/A,0,3.99,Study Permit,Blue Card,PTE,5.2
S00239,UK,India,Mumbai,IIT Bombay,Mechanical Engineering,Natural Sciences,2022,Yes,Political Stability,2025,Placed,India,Microsoft,123519,3.05,F1,Blue Card,None,0
S00240,India,Germany,Munich,Technical University of Munich,Computer Science,Law,2022,No,Job Opportunities,2023,Placed,Germany,Siemens,98955,3.67,J1,PSW,IELTS,7.9
S00241,UAE,Canada,Ottawa,University of Ottawa,Finance,Computer Science,2019,No,Quality of Life,2020,Not Placed,N/A,N/A,0,3.48,F1,PSW,PTE,8.5
S00242,Russia,South Africa,Cape Town,University of Cape Town,Computer Science,Computer Science,2021,No,Quality of Life,2023,Not Placed,N/A,N/A,0,3.54,Tier 4,Work Permit,TOEFL,6.8
S00243,Germany,USA,San Francisco,Stanford University,Architecture,Natural Sciences,2023,Yes,Political Stability,2024,Not Placed,N/A,N/A,0,2.9,Tier 4,PSW,PTE,8.7
S00244,Germany,South Africa,Johannesburg,University of the Witwatersrand,Biotechnology,Business,2020,Yes,Political Stability,2021,Placed,South Africa,Deloitte,46252,2.98,Study Permit,OPT,Duolingo,5.6
S00245,USA,UAE,Dubai,Heriot-Watt Dubai,Law,Social Sciences,2020,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.66,Schengen Student Visa,PSW,TOEFL,5.9
S00246,UK,UAE,Abu Dhabi,Zayed University,Biotechnology,Medicine,2020,No,Higher Ranking,2021,Placed,UAE,Intel,46878,2.54,Tier 4,PSW,Duolingo,7.1
S00247,South Africa,Canada,Kingston,Queen's University,Design,Computer Science,2023,No,Political Stability,2026,Placed,Canada,Tesla,135993,2.7,Student Visa,OPT,IELTS,5.8
S00248,South Africa,UK,Oxford,University of Oxford,Electrical Engineering,Law,2021,No,Higher Ranking,2024,Placed,UK,Deloitte,67612,3.3,Schengen Student Visa,Work Permit,PTE,8.5
S00249,South Africa,USA,Boston,MIT,Architecture,Engineering,2020,Yes,Job Opportunities,2023,Not Placed,N/A,N/A,0,2.71,Student Visa,Work Permit,PTE,6.9
S00250,Russia,Ireland,Dublin,Trinity College Dublin,Computer Science,Law,2019,Yes,Quality of Life,2021,Not Placed,N/A,N/A,0,3.09,Student Visa,Blue Card,TOEFL,6.9
S00251,South Africa,Finland,Helsinki,University of Helsinki,Medicine,Business,2023,Yes,Higher Ranking,2024,Placed,Finland,SAP,108501,2.96,Tier 4,Work Permit,None,0
S00252,South Africa,India,Delhi,Delhi University,Medicine,Natural Sciences,2021,Yes,Quality of Life,2023,Not Placed,N/A,N/A,0,3.4,Student Visa,Work Permit,IELTS,6.8
S00253,USA,Russia,Moscow,Higher School of Economics,Data Science,Natural Sciences,2023,Yes,Political Stability,2025,Placed,Russia,McKinsey,43650,2.54,Schengen Student Visa,Work Permit,TOEFL,5.6
S00254,Finland,USA,Chicago,University of Chicago,Finance,Law,2023,No,Job Opportunities,2026,Not Placed,N/A,N/A,0,2.88,F1,Work Permit,None,0
S00255,Russia,Ireland,Dublin,Technological University Dublin,Medicine,Computer Science,2020,No,Higher Ranking,2021,Not Placed,N/A,N/A,0,2.98,Tier 4,Work Permit,IELTS,6.2
S00256,South Africa,Finland,Espoo,Aalto University,Political Science,Arts,2022,Yes,Scholarship,2025,Placed,Finland,Facebook,57526,3,Schengen Student Visa,OPT,None,0
S00257,Canada,Finland,Turku,Ã…bo Akademi University,Political Science,Engineering,2020,No,Quality of Life,2023,Placed,Finland,Intel,73509,3.53,Schengen Student Visa,Work Permit,Duolingo,8.6
S00258,Germany,Canada,Montreal,McGill University,Law,Natural Sciences,2020,No,Job Opportunities,2022,Not Placed,N/A,N/A,0,3.15,F1,OPT,TOEFL,6.6
S00259,Canada,Germany,Berlin,TU Berlin,Psychology,Engineering,2022,No,Higher Ranking,2024,Placed,Germany,Siemens,130401,3.71,F1,OPT,TOEFL,6.5
S00260,South Africa,Russia,Moscow,Bauman Moscow State Technical University,Architecture,Arts,2021,Yes,Higher Ranking,2023,Not Placed,N/A,N/A,0,3.88,Student Visa,Post-Study Visa,IELTS,7.1
S00261,Russia,UAE,Abu Dhabi,Zayed University,Mechanical Engineering,Natural Sciences,2022,No,Quality of Life,2023,Placed,UAE,Siemens,31887,2.88,J1,Work Permit,PTE,6.5
S00262,UAE,Canada,Ottawa,University of Ottawa,Medicine,Engineering,2021,No,Higher Ranking,2023,Not Placed,N/A,N/A,0,2.73,Student Visa,Post-Study Visa,Duolingo,8
S00263,Canada,USA,Boston,MIT,Civil Engineering,Law,2023,Yes,Higher Ranking,2025,Placed,USA,Goldman Sachs,141692,3.44,Student Visa,PSW,None,0
S00264,UK,South Africa,Durban,University of KwaZulu-Natal,Civil Engineering,Social Sciences,2021,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.81,Schengen Student Visa,PSW,Duolingo,5.2
S00265,India,USA,San Francisco,Stanford University,Law,Natural Sciences,2022,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3,Schengen Student Visa,Blue Card,TOEFL,5.6
S00266,UK,Finland,Joensuu,University of Eastern Finland,Economics,Arts,2019,No,Higher Ranking,2020,Placed,Finland,Microsoft,40728,3.81,F1,PSW,IELTS,6.6
S00267,USA,Ireland,Cork,University College Cork,Law,Medicine,2021,No,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.24,J1,Work Permit,Duolingo,7.1
S00268,South Africa,Canada,Vancouver,University of British Columbia,Medicine,Business,2019,No,Scholarship,2022,Placed,Canada,Deloitte,126927,3.99,Study Permit,OPT,TOEFL,5.2
S00269,South Africa,Ireland,Dublin,Technological University Dublin,Political Science,Medicine,2023,No,Quality of Life,2024,Placed,Ireland,Deloitte,88149,2.86,Student Visa,OPT,TOEFL,6.7
S00270,UK,Russia,Moscow,Lomonosov Moscow State University,Psychology,Computer Science,2020,Yes,Political Stability,2023,Placed,Russia,Facebook,113412,3.33,Tier 4,Post-Study Visa,IELTS,5.6
S00271,Russia,UK,Manchester,University of Manchester,Architecture,Arts,2020,Yes,Job Opportunities,2022,Placed,UK,Apple,127952,2.82,Study Permit,PSW,None,0
S00272,Germany,UK,Cambridge,University of Cambridge,Medicine,Business,2022,Yes,Job Opportunities,2024,Not Placed,N/A,N/A,0,3.83,F1,PSW,Duolingo,7.5
S00273,India,UK,Manchester,University of Manchester,Electrical Engineering,Medicine,2020,No,Scholarship,2023,Placed,UK,Google,54853,2.54,Study Permit,Blue Card,PTE,7.3
